HON,length,start,end,hits,distance
NPC-4629,0.056,6.227,6.283,6,52.913
PlantPot_A,0.0,6.294,6.294,1,53.215
Terrain,0.0,6.305,6.305,1,30.261
PlantPot_A (1),0.0,6.316,6.316,1,33.621
New_NPC (81),0.045,6.327,6.372,5,12.578
PlantPot_A (1),0.0,6.383,6.383,1,33.228
face_81,0.1,6.394,6.494,10,12.416
B001,0.0,6.505,6.505,1,40.968
streetLight2 (33),0.0,6.516,6.516,1,17.408
B001,0.188,6.528,6.716,18,41.022
PlantPot_A (1),0.078,6.727,6.805,8,33.173
New_NPC (81),0.0,6.816,6.816,1,11.818
B030,0.0,6.827,6.827,1,50.57
Col House1,0.0,6.838,6.838,1,119.844
baum ld1(enhanced),0.0,6.85,6.85,1,72.415
Lod_1,0.455,6.861,7.316,42,20.986
Sitting_NPC (424),0.0,7.326,7.326,1,23.41
Lod_1,0.0,7.338,7.338,1,21.068
Terrain,0.0,7.349,7.349,1,81.333
streetLight2 (36),0.0,7.36,7.36,1,32.943
Terrain,0.0,7.371,7.371,1,75.976
SingleZebraPrefab,0.0,7.382,7.382,1,83.581
Terrain,0.0,7.393,7.393,1,76.837
SingleZebraPrefab,0.112,7.404,7.516,11,86.729
Terrain,0.022,7.527,7.549,3,82.836
PlantPot_A (11),0.09,7.56,7.65,9,70.451
Terrain,0.033,7.66,7.693,4,66.522
PlantPot_A (11),0.1,7.704,7.804,10,70.011
Terrain,0.111,7.815,7.926,11,64.625
PlantPot_A (11),0.022,7.937,7.959,3,70.132
Terrain,0.0,7.971,7.971,1,58.516
streetLight2 (39),0.0,7.982,7.982,1,14.145
store2,0.011,7.993,8.004,2,65.561
Terrain,0.0,8.015,8.015,1,57.553
store2,0.056,8.026,8.082,6,60.386
PlantPot_A (7),0.1,8.093,8.193,10,31.565
Terrain,0.0,8.204,8.204,1,47.661
PlantPot_A (7),0.045,8.215,8.26,5,31.378
metalBench (3),0.011,8.271,8.282,2,26.939
Sitting_NPC (4161),0.0,8.293,8.293,1,27.232
metalBench (3),0.333,8.304,8.637,31,26.958
Sitting_NPC (4161),0.089,8.648,8.737,9,27.12
metalBench (3),0.0,8.748,8.748,1,27.625
trashcan_squarePrefab (7),0.0,8.759,8.759,1,29.371
PlantPot_A (7),0.0,8.77,8.77,1,30.897
Terrain,0.0,8.859,8.859,1,51.313
Park_Streight (3),0.0,8.87,8.87,1,97.222
SingleZebraPrefab,0.0,8.881,8.881,1,93.088
Terrain,0.012,8.892,8.904,2,76.959
streetLight2 (10),0.011,8.915,8.926,2,93.99
Park_Streight (3),0.0,8.937,8.937,1,97.142
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,8.948,8.959,2,101.117
Bush_qilgP2_6x6x4_PF (15),0.0,8.97,8.97,1,110.54
Park_Streight (3),0.0,8.981,8.981,1,97.197
SingleZebraPrefab,0.0,8.992,8.992,1,84.332
Terrain,0.167,9.003,9.17,16,60.625
Bush_qilgP2_6x6x4_PF (15),0.0,9.181,9.181,1,111.239
NPC-607,0.023,9.192,9.215,3,57.16
metalBench,0.0,9.226,9.226,1,67.205
PlantPot_A (11),0.055,9.237,9.292,6,69.457
Terrain,0.055,9.304,9.359,6,66.574
PlantPot_A (11),0.045,9.37,9.415,5,69.641
NPC-607,0.0,9.426,9.426,1,57.061
baum ld1(enhanced),0.4,9.603,10.003,37,31.281
store2,0.0,10.015,10.015,1,51.157
metalBench (3),0.0,10.026,10.026,1,28.135
Sitting_NPC (4161),0.0,10.036,10.036,1,27.067
metalBench (3),0.0,10.048,10.048,1,27.568
face_4161,0.0,10.058,10.058,1,27.108
Sitting_NPC (4161),0.0,10.07,10.07,1,27.054
metalBench (3),0.433,10.081,10.514,40,26.941
store2,0.0,10.526,10.526,1,39.026
NPC-4605,0.655,10.537,11.192,60,22.96
store2,0.011,11.203,11.214,2,34.914
metalBench (5),0.678,11.225,11.903,62,19.678
metalBench (4),0.0,11.914,11.914,1,23.034
store2,0.011,11.925,11.936,2,50.618
baum ld0(enhanced),0.011,11.947,11.958,2,106.033
Terrain,0.0,11.97,11.97,1,39.897
New_NPC (81),0.034,11.98,12.014,4,5.249
face_81,0.023,12.024,12.047,3,5.408
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,12.058,12.058,1,101.087
Bush_qilgP2_6x6x4_PF (15),0.033,12.069,12.102,4,110.798
Park_Streight (3),0.0,12.114,12.114,1,100.623
Bush_qilgP2_6x6x4_PF (15),0.0,12.125,12.125,1,111.049
Park_Streight (3),0.011,12.136,12.147,2,97.522
Bush_qilgP2_6x6x4_PF (14),0.033,12.158,12.191,4,117.643
face_81,0.0,12.202,12.202,1,5.386
Bush_qilgP2_6x6x4_PF (15),0.0,12.214,12.214,1,110.457
face_81,0.366,12.225,12.591,34,5.394
New_NPC (81),0.022,12.602,12.624,3,5.303
Terrain,0.389,12.635,13.024,36,4.71
New_NPC (81),0.022,13.035,13.057,3,5.294
face_81,0.667,13.069,13.736,61,5.358
baum ld0(enhanced),0.0,13.746,13.746,1,107.489
face_81,0.144,13.757,13.901,14,5.377
New_NPC (81),0.366,13.913,14.279,34,5.267
Terrain,0.033,14.29,14.323,4,15.627
store2,0.0,14.335,14.335,1,35.627
Terrain,0.011,14.346,14.357,2,29.694
baum ld1(enhanced),0.423,14.435,14.858,39,14.691
PlantPot_A (8),0.033,14.869,14.902,4,15.212
Terrain,0.289,14.913,15.202,27,14.538
New_NPC (81),0.155,15.213,15.368,15,5.119
B39,0.0,15.379,15.379,1,169.562
face_81,0.0,15.391,15.391,1,5.317
New_NPC (81),0.123,15.402,15.525,12,5.263
face_81,0.366,15.536,15.902,34,5.263
New_NPC (81),0.077,15.913,15.99,8,5.233
face_81,0.267,16.001,16.268,25,5.209
New_NPC (81),0.5,16.279,16.779,46,5.224
face_81,0.011,16.8,16.811,2,5.229
New_NPC (81),0.055,16.822,16.877,5,5.106
face_81,0.033,16.889,16.922,4,5.22
New_NPC (81),0.467,16.933,17.4,43,5.077
face_81,0.024,17.411,17.435,4,5.239
New_NPC (81),0.0,17.445,17.445,1,5.084
face_81,0.222,17.467,17.689,21,5.199
New_NPC (81),0.844,17.7,18.544,77,5.177
face_81,0.2,18.555,18.755,19,5.208
New_NPC (81),0.044,18.766,18.81,5,5.209
streetLight2 (39),0.111,18.821,18.932,11,14.119
New_NPC (81),0.0,18.943,18.943,1,5.199
face_81,0.0,18.954,18.954,1,5.29
New_NPC (81),0.0,18.965,18.965,1,5.184
face_81,0.056,18.976,19.032,6,5.31
New_NPC (81),0.044,19.043,19.087,5,5.167
face_81,0.501,19.099,19.6,46,5.249
New_NPC (81),0.045,19.61,19.655,5,5.153
face_81,0.077,19.667,19.744,8,5.313
New_NPC (81),0.002,19.755,19.757,2,5.208
face_81,0.055,19.778,19.833,6,5.306
New_NPC (81),0.122,19.844,19.966,12,5.181
face_81,0.0,19.977,19.977,1,5.321
New_NPC (81),0.033,19.989,20.022,4,5.197
NPC-4626,0.0,20.033,20.033,1,33.841
store2,0.056,20.044,20.1,6,35.63
New_NPC (81),0.012,20.11,20.122,2,5.224
store2,0.067,20.133,20.2,7,34.073
New_NPC (81),0.012,20.21,20.222,2,5.285
face_81,0.0,20.233,20.233,1,5.34
store2,0.045,20.244,20.289,5,32.853
New_NPC (81),0.089,20.3,20.389,9,5.245
store2,0.022,20.4,20.422,4,31.377
face_81,0.0,20.444,20.444,1,5.405
store2,0.0,20.455,20.455,1,26.414
baum ld1(enhanced),0.322,20.467,20.789,29,15.103
store2,1.466,20.8,22.266,123,20.212
baum ld1(enhanced),0.0,22.277,22.277,1,15.744
store2,0.61,22.289,22.899,56,35.903
baum ld1(enhanced),0.011,22.91,22.921,2,31.405
store2,0.2,22.933,23.133,19,49.896
Sky,0.667,23.143,23.81,61,149.097
store2,0.934,23.899,24.833,73,19.105
baum ld1(enhanced),0.644,24.844,25.488,59,14.555
store2,0.022,25.499,25.521,3,24.908
Sky,0.221,25.533,25.754,21,122.527
baum ld1(enhanced),0.011,25.821,25.832,2,15.034
PlantPot_A (8),0.577,25.843,26.42,53,15.467
store2,0.133,26.432,26.565,13,27.107
Sky,1.754,26.576,28.33,128,129.173
baum ld1(enhanced),0.012,28.663,28.675,2,51.359
Combined_apartment1,0.0,28.685,28.685,1,185.988
streetLight2 (9),0.0,28.697,28.697,1,97.566
store2,0.0,28.708,28.708,1,70.432
baum ld1(enhanced),0.0,28.719,28.719,1,110.55
streetLight2 (9),0.0,28.73,28.73,1,98.103
face_58,0.0,28.741,28.741,1,22.748
New_NPC (58),0.0,28.752,28.752,1,22.699
Bush_qilgP2_6x6x4_PF (5),0.0,28.763,28.763,1,122.852
PlantPot_A (6),0.022,28.774,28.796,3,52.889
New_NPC (58),0.0,28.808,28.808,1,22.738
PlantPot_A (6),0.51,28.818,29.328,47,51.872
metalBench,0.0,29.34,29.34,1,66.665
PlantPot_A (11),0.0,29.351,29.351,1,70.529
Terrain,0.0,29.362,29.362,1,70.917
baum ld0(enhanced),0.0,29.374,29.374,1,108.42
SingleZebraPrefab,0.0,29.385,29.385,1,83.66
Terrain,0.0,29.396,29.396,1,75.321
PlantPot_A (11),0.0,29.407,29.407,1,70.759
baum ld0(enhanced),0.0,29.418,29.418,1,108.394
Park_Streight (3),0.0,29.43,29.43,1,106.32
SingleZebraPrefab,0.011,29.44,29.451,2,91.076
Park_Streight (3),0.0,29.463,29.463,1,97.404
SingleZebraPrefab,0.055,29.474,29.529,6,87.48
Terrain,0.11,29.541,29.651,11,78.404
SingleZebraPrefab,0.0,29.663,29.663,1,83.732
Terrain,0.211,29.674,29.885,20,63.719
PlantPot_A (11),0.0,29.896,29.896,1,69.87
metalBench,0.0,29.907,29.907,1,66.027
store2,0.333,29.918,30.251,22,41.467
NPC-4605,0.276,30.262,30.538,26,23.071
Sitting_NPC (4161),0.0,30.549,30.549,1,27.122
Sitting_NPC (4241),0.011,30.56,30.571,2,27.93
metalBench (3),0.078,30.582,30.66,8,27.822
store2,0.056,30.671,30.727,6,46.044
metalBench (3),0.011,30.738,30.749,2,27.983
store2,0.0,30.76,30.76,1,46.05
metalBench (3),0.0,30.771,30.771,1,28.0
store2,0.088,30.783,30.871,9,45.93
Sitting_NPC (4161),0.0,30.882,30.882,1,27.087
store2,0.0,30.893,30.893,1,40.377
NPC-4605,0.034,30.904,30.938,4,22.967
face_4605,0.0,30.949,30.949,1,23.334
store2,0.011,30.96,30.971,2,37.844
face_4605,0.01,30.983,30.993,2,23.328
NPC-4605,0.101,31.004,31.105,10,22.987
store2,0.0,31.116,31.116,1,43.832
PlantPot_A (7),0.0,31.128,31.128,1,30.492
store2,0.222,31.139,31.361,21,61.735
PlantPot_A (6),0.4,31.372,31.772,37,52.009
Bush_qilgP2_6x6x4_PF (5),0.011,31.783,31.794,2,123.332
Terrain,0.0,31.905,31.905,1,22.803
PlantPot_A (6),0.0,31.916,31.916,1,52.282
streetLight2 (9),0.011,31.927,31.938,2,98.232
New_NPC (61),0.0,31.95,31.95,1,71.608
Juniper_Bush_01_Var5_baked_single (7),0.0,31.96,31.96,1,120.091
New_NPC (61),0.044,31.972,32.016,5,71.719
PlantPot_A (6),0.011,32.027,32.038,2,53.064
Bush_qilgP2_6x6x4_PF (5),0.011,32.049,32.06,2,123.123
New_NPC (61),0.022,32.071,32.093,3,72.38
Bush_qilgP2_6x6x4_PF (5),0.011,32.105,32.116,2,123.204
PlantPot_A (6),0.022,32.127,32.149,3,52.69
Bush_qilgP2_6x6x4_PF (5),0.033,32.16,32.193,4,122.947
PlantPot_A (6),0.0,32.204,32.204,1,53.012
Bush_qilgP2_6x6x4_PF (5),0.011,32.216,32.227,2,122.905
PlantPot_A (6),0.0,32.238,32.238,1,52.949
Bush_qilgP2_6x6x4_PF (5),0.044,32.249,32.293,5,122.989
streetLight2 (9),0.012,32.304,32.316,2,98.157
PlantPot_A (6),0.0,32.326,32.326,1,52.45
baum ld1(enhanced),0.011,32.826,32.837,2,116.341
Bush_qilgP2_6x6x4_PF (5),0.011,32.848,32.859,2,123.445
streetLight2 (9),0.034,32.87,32.904,4,98.24
Bush_qilgP2_6x6x4_PF (5),0.011,32.915,32.926,2,123.172
baum ld1(enhanced),0.0,32.937,32.937,1,111.026
PlantPot_A (6),0.211,33.037,33.248,20,52.162
Terrain,0.0,33.259,33.259,1,45.638
Juniper_Bush_01_Var5_baked_single (7),0.0,33.382,33.382,1,120.038
PlantPot_A (6),0.0,33.392,33.392,1,52.678
Terrain,0.011,33.404,33.415,2,64.992
store2,0.0,33.426,33.426,1,70.572
Terrain,0.067,33.437,33.504,7,64.955
Park_Corner_A (3),0.0,33.515,33.515,1,100.838
streetLight2 (9),0.011,33.526,33.537,2,98.125
Juniper_Bush_01_Var5_baked_single (7),0.0,33.548,33.548,1,120.092
Park_Corner_A (1),0.0,33.559,33.559,1,119.289
Park_Corner_A (3),0.0,33.57,33.57,1,113.697
streetLight2 (9),0.0,33.582,33.582,1,98.176
Juniper_Bush_01_Var5_baked_single (7),0.0,33.593,33.593,1,120.039
Park_Corner_A (1),0.0,33.604,33.604,1,118.657
store2,0.0,33.615,33.615,1,70.469
Park_Corner_A (3),0.011,33.626,33.637,2,103.15
streetLight2 (9),0.023,33.648,33.671,3,98.208
Bush_qilgP2_6x6x4_PF (5),0.0,33.681,33.681,1,122.908
baum ld1(enhanced),0.0,33.693,33.693,1,52.083
streetLight2 (39),0.0,33.704,33.704,1,14.192
baum ld1(enhanced),0.0,33.715,33.715,1,51.45
streetLight2 (39),0.011,33.726,33.737,2,14.36
baum ld1(enhanced),0.321,33.749,34.07,30,51.182
streetLight2 (39),0.0,34.082,34.082,1,14.172
baum ld1(enhanced),0.0,34.092,34.092,1,115.859
streetLight2 (9),0.0,34.104,34.104,1,98.12
Terrain,0.089,34.115,34.204,9,40.807
PlantPot_A (6),0.066,34.215,34.281,7,52.089
SingleZebraPrefab,0.0,34.293,34.293,1,97.008
SingleTPrefab,0.0,34.304,34.304,1,147.912
Lod_1,0.599,34.315,34.914,55,21.086
baum ld0 mobile (4),0.0,34.925,34.925,1,103.009
baum ld0(enhanced),0.0,34.937,34.937,1,117.264
PlantPot_A (6),0.367,35.014,35.381,34,51.961
streetLight2 (39),0.133,35.392,35.525,13,14.197
baum ld0(enhanced),0.0,35.536,35.536,1,99.519
streetLight2 (39),0.023,35.558,35.581,3,14.244
Sky,1.021,35.714,36.735,78,247.917
streetLight2 (39),0.0,36.769,36.769,1,14.465
baum ld1(enhanced),0.289,36.78,37.069,27,50.883
baum ld0(enhanced),0.0,37.08,37.08,1,69.524
retirementHome1,0.044,37.091,37.135,5,205.439
streetLight2 (10),0.034,37.146,37.18,4,94.073
Bush_qilgP2_6x6x4_PF (15),0.0,37.191,37.191,1,111.181
streetLight2 (10),0.011,37.202,37.213,2,94.053
B39,0.011,37.224,37.235,2,179.3
streetLight2 (10),0.01,37.247,37.257,2,93.987
B39,0.0,37.269,37.269,1,178.951
retirementHome1,0.055,37.28,37.335,6,204.837
EU_TrafficLight_01,0.0,37.346,37.346,1,93.687
streetLight2 (38),0.0,37.357,37.357,1,59.857
Combined_2 (2),0.0,37.369,37.369,1,142.769
Lod_1,0.655,37.38,38.035,60,23.084
Sky,0.2,38.046,38.246,19,157.933
Lod_1,0.011,38.257,38.268,2,24.48
baum ld0(enhanced),0.0,38.302,38.302,1,104.671
baum ld1(enhanced),0.0,38.312,38.312,1,113.273
Bush_qilgY2_2x2x4_PF_baked_single,0.012,38.323,38.335,2,49.329
Lod_1,0.167,38.346,38.513,16,21.1
Sitting_NPC (4165),0.011,38.524,38.535,2,24.096
Sitting_NPC (424),0.054,38.547,38.601,6,23.506
Sitting_NPC (4165),0.011,38.612,38.623,2,24.002
Sitting_NPC (424),0.033,38.635,38.668,4,23.536
Sitting_NPC (4165),0.022,38.679,38.701,3,24.034
face_4165,0.045,38.712,38.757,5,24.087
Sitting_NPC (4165),0.011,38.768,38.779,2,24.056
Lod_1,0.022,38.79,38.812,3,21.283
New_NPC (30),0.0,38.823,38.823,1,21.143
PlantPot_A,0.166,38.835,39.001,16,53.141
Lod_1,1.089,39.012,40.101,99,21.996
PlantPot_A,0.0,40.112,40.112,1,53.177
Terrain,0.0,40.123,40.123,1,50.576
B013,0.0,40.134,40.134,1,52.434
PlantPot_A (1),0.0,40.145,40.145,1,32.943
face_204,0.0,40.156,40.156,1,8.723
New_NPC (204),0.211,40.168,40.379,20,8.68
streetLight2 (33),0.088,40.39,40.478,9,17.398
New_NPC (204),0.0,40.489,40.489,1,8.771
streetLight2 (33),0.0,40.501,40.501,1,17.595
New_NPC (204),0.044,40.512,40.556,5,8.733
PlantPot_A (1),0.011,40.567,40.578,2,33.292
B013,0.311,40.59,40.901,29,53.611
B027,0.0,40.912,40.912,1,62.009
PlantPot_A,0.0,40.923,40.923,1,53.568
Lod_1,0.0,40.934,40.934,1,22.201
PlantPot_A,0.0,40.945,40.945,1,53.485
Lod_1,0.078,40.956,41.034,8,22.196
PlantPot_A,0.1,41.045,41.145,10,53.64
Lod_1,0.111,41.156,41.267,11,22.196
Col House1,0.0,41.278,41.278,1,124.383
Lod_1,0.3,41.289,41.589,28,21.231
face_37,0.0,41.6,41.6,1,18.767
New_NPC (37),0.1,41.611,41.711,9,18.651
New_NPC (30),0.023,41.722,41.745,3,19.725
streetLight2 (32),0.0,41.756,41.756,1,34.48
B027,0.0,41.767,41.767,1,67.11
B013,0.0,41.778,41.778,1,57.23
B030,0.0,41.789,41.789,1,47.844
B001,0.045,41.8,41.845,5,42.939
baum ld0(enhanced),0.154,41.857,42.011,15,34.152
B001,0.147,42.023,42.17,14,41.36
streetLight2 (33),0.022,42.18,42.202,3,17.643
B001,0.011,42.213,42.224,2,40.994
streetLight2 (33),0.076,42.235,42.311,7,17.633
B001,0.411,42.322,42.733,38,42.017
streetLight2 (33),0.0,42.744,42.744,1,17.659
B001,0.023,42.756,42.779,4,40.986
streetLight2 (33),0.01,42.79,42.8,2,17.642
B001,0.0,42.811,42.811,1,41.067
streetLight2 (33),0.446,42.833,43.279,42,17.482
baum ld0(enhanced),0.0,43.289,43.289,1,33.74
B030,0.0,43.3,43.3,1,50.973
PlantPot_A,0.034,43.388,43.422,4,53.673
Bush_qilgP2_6x6x4_PF (25),0.0,43.433,43.433,1,113.758
PlantPot_A,0.0,43.444,43.444,1,54.449
Bush_qilgP2_6x6x4_PF (25),0.0,43.455,43.455,1,113.359
PlantPot_A,0.0,43.466,43.466,1,54.726
baum ld0(enhanced),0.0,43.477,43.477,1,54.677
PlantPot_A,0.089,43.488,43.577,9,54.346
baum ld0(enhanced),0.023,43.588,43.611,3,54.871
PlantPot_A,0.0,43.622,43.622,1,54.709
baum ld0(enhanced),0.0,43.633,43.633,1,54.85
Bush_qilgP2_6x6x4_PF (25),0.011,43.644,43.655,2,113.564
PlantPot_A,0.044,43.666,43.71,5,54.354
New_NPC (45),0.245,43.721,43.966,23,35.326
PlantPot_A,0.056,43.977,44.033,6,53.517
New_NPC (45),0.0,44.044,44.044,1,35.706
Col House1,0.0,44.055,44.055,1,124.376
Sitting_NPC (416),0.011,44.066,44.077,2,24.031
Lod_1,0.145,44.088,44.233,14,21.665
Sitting_NPC (425),0.0,44.244,44.244,1,25.209
Sitting_NPC (416),0.022,44.255,44.277,3,24.144
baum ld0(enhanced),0.033,44.288,44.321,3,54.082
Lod_1,0.022,45.055,45.077,3,21.102
New_NPC (37),0.0,45.088,45.088,1,13.871
Lod_1,0.022,45.099,45.121,3,21.092
New_NPC (37),0.0,45.132,45.132,1,13.875
Lod_1,0.0,45.143,45.143,1,21.095
New_NPC (37),0.055,45.155,45.21,6,13.809
Lod_1,1.621,45.221,46.842,147,21.083
New_NPC (37),0.012,46.853,46.865,2,10.666
Terrain,0.322,46.876,47.198,30,9.056
New_NPC (37),0.322,47.209,47.531,30,9.689
Lod_1,0.0,47.542,47.542,1,21.102
New_NPC (37),0.234,47.553,47.787,22,9.155
face_37,0.123,47.797,47.92,12,8.812
New_NPC (37),1.455,47.931,49.386,132,7.796
face_37,0.011,49.397,49.408,2,6.891
New_NPC (37),0.0,49.419,49.419,1,6.801
face_37,0.089,49.43,49.519,9,6.76
New_NPC (37),0.111,49.53,49.641,11,6.561
face_37,0.255,49.652,49.907,24,6.177
New_NPC (37),0.155,49.919,50.074,15,5.78
face_37,0.356,50.085,50.441,33,5.308
New_NPC (37),0.045,50.452,50.497,5,4.991
face_37,0.0,50.507,50.507,1,4.884
New_NPC (30),0.0,50.519,50.519,1,7.202
face_37,1.166,50.53,51.696,106,3.722
New_NPC (30),0.122,51.707,51.829,12,5.222
New_NPC (37),0.0,51.84,51.84,1,2.958
face_37,0.101,51.851,51.952,10,2.906
New_NPC (37),0.156,51.962,52.118,15,3.001
face_37,0.256,52.129,52.385,24,2.679
New_NPC (37),0.0,52.396,52.396,1,2.453
face_37,0.076,52.408,52.484,8,2.342
New_NPC (37),0.0,52.495,52.495,1,2.317
Terrain,0.122,52.507,52.629,12,12.653
face_37,0.0,52.64,52.64,1,2.037
Terrain,0.0,52.651,52.651,1,12.143
face_37,0.111,52.662,52.773,11,1.884
New_NPC (37),0.034,52.784,52.818,4,1.862
face_37,0.034,52.829,52.863,4,1.699
New_NPC (37),0.011,52.873,52.884,2,1.701
face_37,0.089,52.895,52.984,9,1.526
Terrain,0.021,52.996,53.017,3,12.281
face_30,0.289,53.028,53.317,27,3.437
Terrain,0.123,53.328,53.451,12,18.516
face_30,0.523,53.461,53.984,48,2.511
Terrain,0.122,53.995,54.117,12,12.345
face_30,0.022,54.128,54.15,3,1.855
Terrain,0.045,54.161,54.206,5,10.707
New_NPC (30),0.011,54.217,54.228,2,1.871
Terrain,0.0,54.239,54.239,1,9.331
face_30,0.034,54.25,54.284,4,1.689
Terrain,0.0,54.295,54.295,1,9.15
New_NPC (30),0.0,54.306,54.306,1,1.776
Terrain,0.0,54.317,54.317,1,9.554
New_NPC (30),0.0,54.328,54.328,1,1.718
Terrain,0.122,54.339,54.461,12,8.773
New_NPC (30),0.077,54.473,54.55,8,1.514
Terrain,0.189,54.561,54.75,18,5.054
PlantPot_A (2),0.011,54.761,54.772,2,21.491
B22 1 (3),0.01,54.784,54.794,2,29.964
baum ld0(enhanced),0.0,54.805,54.805,1,22.968
B22 1 (3),0.033,54.817,54.85,4,29.937
baum ld0(enhanced),0.0,54.861,54.861,1,23.069
B22 1 (3),0.011,54.872,54.883,2,29.963
baum ld0(enhanced),0.256,54.894,55.15,24,21.569
Cathedral,0.033,55.161,55.194,4,132.114
B017 (3),0.133,55.206,55.339,13,35.386
baum ld0(enhanced),0.222,55.35,55.572,21,22.554
B22 1 (3),0.033,55.583,55.616,4,29.088
baum ld0(enhanced),0.0,55.628,55.628,1,22.398
B22 1 (3),0.212,55.638,55.85,20,28.729
baum ld0(enhanced),0.267,55.861,56.128,25,22.139
B017 (3),0.011,56.138,56.149,2,36.853
Cathedral,0.022,56.161,56.183,3,136.871
Sky,0.0,56.194,56.194,1,219.005
Cathedral,0.188,56.206,56.394,18,137.488
Sky,0.855,56.405,57.26,78,185.491
B026 (4),0.023,57.271,57.294,3,26.509
New_NPC (64),0.066,57.305,57.371,7,10.646
B026 (4),0.022,57.383,57.405,3,26.309
New_NPC (64),0.011,57.416,57.427,2,10.721
B026 (4),0.0,57.438,57.438,1,26.374
New_NPC (64),0.0,57.449,57.449,1,10.749
B026 (4),0.0,57.46,57.46,1,26.561
New_NPC (64),0.0,57.472,57.472,1,10.697
B026 (4),0.012,57.482,57.494,2,26.558
New_NPC (64),0.0,57.505,57.505,1,10.69
face_64,0.011,57.516,57.527,2,10.755
B026 (4),0.0,57.538,57.538,1,26.642
New_NPC (64),0.111,57.549,57.66,11,10.636
face_64,0.012,57.671,57.683,2,10.702
New_NPC (64),0.0,57.693,57.693,1,10.667
face_64,0.0,57.705,57.705,1,10.772
New_NPC (64),0.0,57.716,57.716,1,10.674
face_64,0.0,57.727,57.727,1,10.759
B026 (4),0.067,57.738,57.805,7,27.075
face_64,0.022,57.816,57.838,3,10.738
New_NPC (64),0.045,57.849,57.894,5,10.68
face_64,0.033,57.905,57.938,4,10.783
New_NPC (64),0.0,57.949,57.949,1,10.811
face_64,0.0,57.961,57.961,1,10.777
New_NPC (64),0.0,57.972,57.972,1,10.789
face_64,0.044,57.983,58.027,5,10.786
B22 1 (3),0.111,58.038,58.149,11,28.315
baum ld0(enhanced),0.244,58.16,58.404,23,21.324
B026 (4),0.033,58.416,58.449,4,26.48
Sitting_NPC (421),0.045,58.46,58.505,5,17.079
B026 (4),0.2,58.516,58.716,19,25.75
Sitting_NPC (421),0.0,58.727,58.727,1,17.127
Chairs (4),0.0,58.738,58.738,1,19.472
B026 (4),0.2,58.749,58.949,19,27.25
bottle02 (2),0.0,58.96,58.96,1,20.903
Chairs (4),0.022,58.971,58.993,3,20.591
bottle02 (2),0.134,59.004,59.138,13,20.848
Sitting_NPC (4061),0.099,59.149,59.248,10,18.32
bottle02 (2),0.044,59.259,59.303,5,20.853
